UNI_ID,UNI_Name,Type,Province,City,Established_Year,HEC_Ranking,HEC_Category,Department_Name,Department_Category,Year,Total_Enrollment,Male_Enrollment,Female_Enrollment,Faculty_Count,Student_Faculty_Ratio,PhD_Students,MS_MPhil_Students,BS_Students,Scholarship_Students,International_Students,Research_Papers_Published,Avg_CGPA,Employment_Ratio_Pct,Dropout_Rate_Pct,Avg_Student_Background,Fee_Per_Semester_PKR,Lab_Count,Industry_Tie_Ups,Entry_Test_Required,Entry_Test_Type,Entry_Test_Tier,Entry_Test_Passing_Criteria,No_of_Buildings
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,0,W1,Electrical Engineering,STEM,2024,371,255,116,11,33.7,21.0,55.0,295.0,22.5,27.0,65.0,2.96,82.9,14.9,Mostly Urban,44072.0,12.0,17.5,Yes,MUST Entry Test,Easy,45% / 100 marks,8.0
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,0,W1,Electrical Engineering,STEM,2025,401,216,185,15,26.7,1.0,74.0,326.0,41.0,5.0,46.0,3.31,69.0,3.0,Mixed Urban-Rural,40124.0,9.0,3.0,Yes,MUST Entry Test,Easy,45% / 100 marks,9.0
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,0,W1,Industrial Engineering,STEM,2022,358,150,208,14,25.6,9.0,0.0,349.0,17.0,24.0,60.0,3.44,76.3,17.8,Mixed Urban-Rural,20081.0,13.0,22.0,Yes,MUST Entry Test,Easy,45% / 100 marks,10.0
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,0,W1,Industrial Engineering,STEM,2023,346,245,101,10,34.6,9.0,18.0,319.0,10.0,26.0,48.0,2.67,72.2,6.0,Mixed Urban-Rural,37171.0,7.0,17.5,Yes,MUST Entry Test,Easy,45% / 100 marks,9.0
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,0,W1,Industrial Engineering,STEM,2024,364,249,115,11,33.1,23.0,18.0,323.0,22.5,44.0,38.0,3.46,68.3,17.4,Mostly Rural,31393.0,1.0,35.0,Yes,MUST Entry Test,Easy,45% / 100 marks,10.0
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,0,W1,Industrial Engineering,STEM,2025,404,180,224,12,33.7,0.0,73.0,331.0,64.0,17.0,8.0,2.96,64.1,17.4,Mixed Urban-Rural,24739.0,17.0,33.0,Yes,MUST Entry Test,Easy,45% / 100 marks,11.0
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,0,W1,Software Engineering,STEM,2022,135,69,66,5,27.0,7.0,9.0,119.0,6.0,37.0,59.0,3.44,85.0,10.95,Mostly Urban,12607.0,20.0,1.0,Yes,MUST Entry Test,Easy,45% / 100 marks,10.0
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,0,W1,Software Engineering,STEM,2023,142,90,52,5,28.4,9.0,25.0,108.0,22.0,13.0,70.0,3.08,76.0,14.2,Mostly Urban,24962.0,10.0,17.0,Yes,MUST Entry Test,Easy,45% / 100 marks,8.0
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,0,W1,Software Engineering,STEM,2024,156,63,93,5,31.2,4.0,2.0,150.0,22.5,25.0,21.0,3.45,78.0,18.0,Mixed Urban-Rural,17634.0,4.0,32.0,Yes,MUST Entry Test,Easy,45% / 100 marks,12.0
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,0,W1,Software Engineering,STEM,2025,185,129,56,8,23.1,3.0,21.0,161.0,22.5,50.0,61.0,3.325,88.4,6.6,Mostly Rural,44000.0,20.0,25.0,Yes,MUST Entry Test,Easy,45% / 100 marks,11.0
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,0,W1,Telecommunication,STEM,2022,305,173,132,10,30.5,0.0,50.0,255.0,33.0,56.0,41.0,3.5,77.9,17.5,Mostly Rural,24962.0,10.0,31.0,Yes,MUST Entry Test,Easy,45% / 100 marks,10.0
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,0,W1,Telecommunication,STEM,2023,311,159,152,9,34.6,8.0,5.0,298.0,31.0,5.0,41.0,3.49,78.7,10.95,Mostly Urban,25726.0,4.0,17.5,Yes,MUST Entry Test,Easy,45% / 100 marks,12.0
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,0,W1,Telecommunication,STEM,2024,331,177,154,13,25.5,2.0,34.0,295.0,63.0,26.0,54.0,3.02,71.6,13.6,Mostly Urban,24962.0,5.0,13.0,Yes,MUST Entry Test,Easy,45% / 100 marks,10.0
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,0,W1,Telecommunication,STEM,2025,322,161,161,9,35.8,25.0,15.0,282.0,49.0,9.0,58.0,3.47,74.8,9.6,Mixed Urban-Rural,17011.0,17.0,31.0,Yes,MUST Entry Test,Easy,45% / 100 marks,10.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,Business Administration,Business,2022,400,263,137,17,23.5,0.0,70.0,330.0,58.0,38.0,7.0,3.66,65.3,4.6,Mixed Urban-Rural,27912.0,9.0,34.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,15.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,Business Administration,Business,2023,450,308,142,13,34.6,14.0,0.0,436.0,13.0,33.0,34.0,2.76,75.5,2.8,Mixed Urban-Rural,38924.0,15.0,14.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,14.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,Business Administration,Business,2024,476,338,138,21,22.7,0.0,61.0,415.0,69.0,47.0,63.0,2.91,65.3,13.7,Mixed Urban-Rural,37933.0,17.0,9.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,20.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,Business Administration,Business,2025,433,288,145,13,33.3,0.0,58.0,375.0,46.0,60.0,43.5,3.31,72.9,5.8,Mostly Rural,15959.0,6.0,13.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,16.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,Education,Arts & Social Sciences,2022,172,75,97,5,34.4,0.0,28.0,144.0,5.0,38.0,45.0,3.13,68.4,10.0,Mostly Rural,37695.0,11.0,27.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,20.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,Education,Arts & Social Sciences,2023,180,118,62,5,36.0,7.0,32.0,141.0,26.0,55.0,20.0,3.47,66.9,10.5,Mostly Rural,32154.0,3.0,7.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,16.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,Education,Arts & Social Sciences,2024,173,119,54,5,34.6,4.0,12.0,157.0,32.0,16.0,80.0,2.7,70.7,10.0,Mostly Urban,30607.0,20.0,14.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,19.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,Education,Arts & Social Sciences,2025,208,113,95,6,34.7,0.0,27.0,181.0,23.0,55.0,79.0,3.28,72.5,10.0,Mostly Rural,25804.0,11.0,14.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,19.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,Electrical Engineering,STEM,2022,478,330,148,17,28.1,12.0,3.0,463.0,88.0,52.0,43.5,3.19,77.6,9.4,Mostly Rural,21355.0,11.0,23.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,18.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,Electrical Engineering,STEM,2023,559,397,162,23,24.3,12.0,23.0,524.0,57.0,23.0,43.5,2.74,71.1,10.9,Mostly Urban,44151.0,16.0,30.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,18.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,Electrical Engineering,STEM,2024,523,226,297,23,22.7,29.0,94.0,400.0,69.0,43.0,66.0,2.91,71.7,11.8,Mostly Urban,22284.0,1.0,17.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,15.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,Electrical Engineering,STEM,2025,541,377,164,19,28.5,19.0,27.0,495.0,32.0,38.0,42.0,2.61,79.9,4.6,Mostly Urban,44262.0,9.0,34.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,16.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,History,Arts & Social Sciences,2022,276,165,111,9,30.7,13.0,21.0,242.0,32.0,38.0,24.0,3.19,43.6,15.1,Mostly Urban,34738.0,14.0,14.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,19.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,History,Arts & Social Sciences,2023,282,188,94,8,35.2,17.0,0.0,265.0,8.0,37.0,58.0,3.13,44.3,13.8,Mostly Rural,11041.0,8.0,15.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,15.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,History,Arts & Social Sciences,2024,346,191,155,11,31.5,11.0,28.0,307.0,28.0,38.0,11.0,3.53,41.4,5.3,Mostly Urban,20043.0,3.0,8.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,20.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,History,Arts & Social Sciences,2025,372,154,218,11,33.8,0.0,0.0,372.0,46.0,38.0,11.0,3.17,34.8,10.0,Mixed Urban-Rural,35502.0,5.0,13.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,14.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,Information Technology,STEM,2022,69,36,33,5,13.8,3.0,13.0,53.0,9.0,38.0,68.0,2.88,82.3,9.8,Mostly Urban,39250.0,2.0,0.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,14.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,Information Technology,STEM,2023,66,27,39,5,13.2,0.0,2.0,64.0,7.0,47.0,39.0,3.25,84.0,14.8,Mostly Urban,28032.0,9.0,8.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,17.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,Information Technology,STEM,2024,65,39,26,5,13.0,5.0,0.0,60.0,32.0,26.0,40.0,2.86,79.6,11.9,Mostly Rural,20788.0,3.0,23.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,15.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,Information Technology,STEM,2025,83,55,28,5,16.6,3.0,1.0,79.0,13.0,19.0,19.0,3.45,75.2,6.6,Mostly Urban,28032.0,13.0,14.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,18.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,Law,Arts & Social Sciences,2022,159,65,94,6,26.5,8.0,25.0,126.0,14.0,38.0,50.0,3.22,66.5,1.6,Mostly Rural,25834.0,19.0,29.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,16.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,Law,Arts & Social Sciences,2023,165,86,79,5,33.0,2.0,1.0,162.0,32.0,38.0,5.0,3.13,66.1,1.9,Mixed Urban-Rural,28032.0,9.0,14.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,17.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,Law,Arts & Social Sciences,2024,160,101,59,5,32.0,0.0,19.0,141.0,13.0,38.0,43.5,3.2,77.4,17.9,Mostly Rural,37855.0,4.0,15.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,19.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,Law,Arts & Social Sciences,2025,203,87,116,9,22.6,0.0,16.0,187.0,32.0,47.0,66.0,3.0,76.2,10.0,Mostly Urban,31822.0,11.0,20.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,16.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,Psychology,Arts & Social Sciences,2022,221,130,91,8,27.6,15.0,18.0,188.0,31.0,18.0,43.5,3.21,57.0,17.7,Mostly Rural,10135.0,10.0,9.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,19.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,Psychology,Arts & Social Sciences,2023,216,141,75,6,36.0,1.0,22.0,193.0,36.0,31.0,77.0,3.13,61.1,10.2,Mostly Rural,30266.0,1.0,11.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,16.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,Psychology,Arts & Social Sciences,2024,257,150,107,9,28.6,11.0,25.0,221.0,51.0,3.0,35.0,3.13,59.7,16.5,Mostly Rural,42461.0,6.0,23.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,17.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,Psychology,Arts & Social Sciences,2025,225,123,102,9,25.0,12.0,19.0,194.0,20.0,27.0,78.0,2.74,66.6,10.0,Mixed Urban-Rural,27535.0,9.0,18.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,17.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,Sociology,Arts & Social Sciences,2022,220,110,110,6,36.7,3.0,3.0,214.0,32.0,12.0,57.0,2.81,52.2,6.8,Mostly Rural,10616.0,7.0,11.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,15.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,Sociology,Arts & Social Sciences,2023,277,123,154,9,30.8,0.0,43.0,234.0,48.0,38.0,12.0,3.12,52.0,2.2,Mostly Urban,43921.0,9.0,31.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,14.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,Sociology,Arts & Social Sciences,2024,285,162,123,8,35.6,12.0,32.0,241.0,33.0,44.0,54.0,2.82,50.3,6.4,Mostly Urban,29000.0,8.0,4.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,20.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,Sociology,Arts & Social Sciences,2025,287,156,131,8,35.9,19.0,24.0,244.0,22.0,38.0,43.5,3.13,51.7,10.0,Mostly Rural,26473.0,16.0,14.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,19.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,Urdu,Arts & Social Sciences,2022,250,96,154,7,35.7,0.0,14.0,236.0,41.0,55.0,50.0,3.13,39.4,10.0,Mixed Urban-Rural,16892.0,13.0,14.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,19.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,Urdu,Arts & Social Sciences,2023,224,102,122,8,28.0,14.0,24.0,186.0,39.0,38.0,9.0,3.47,45.0,3.0,Mostly Rural,28032.0,1.0,5.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,14.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,Urdu,Arts & Social Sciences,2024,230,126,104,10,23.0,18.0,33.0,179.0,44.0,38.0,53.0,3.01,48.2,17.1,Mostly Urban,22076.0,19.0,0.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,18.0
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,0,W1,Urdu,Arts & Social Sciences,2025,255,116,139,10,25.5,9.0,38.0,208.0,36.0,38.0,31.0,3.13,39.7,10.0,Mostly Urban,10030.0,1.0,4.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,18.0
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,0,W1,Civil Engineering,STEM,2022,393,212,181,13,30.2,1.0,33.0,359.0,52.0,60.0,33.5,3.09,73.5,15.1,Mostly Rural,10886.0,4.0,32.0,Yes,BUET Entry Test,Medium,50% / 100 marks,12.0
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,0,W1,Civil Engineering,STEM,2023,404,278,126,14,28.9,10.0,14.0,380.0,14.0,60.0,47.0,3.24,67.8,4.8,Mostly Rural,34081.0,10.0,25.0,Yes,BUET Entry Test,Medium,50% / 100 marks,8.0
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,0,W1,Civil Engineering,STEM,2024,402,184,218,12,33.5,11.0,64.0,327.0,17.0,57.0,42.0,3.02,71.1,9.2,Mostly Rural,37931.0,15.0,26.0,Yes,BUET Entry Test,Medium,50% / 100 marks,8.0
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,0,W1,Civil Engineering,STEM,2025,419,267,152,15,27.9,0.0,14.0,405.0,43.0,25.0,59.0,3.17,65.5,10.0,Mostly Urban,32348.0,16.0,18.5,Yes,BUET Entry Test,Medium,50% / 100 marks,12.0
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,0,W1,Computer Science,STEM,2022,316,172,144,13,24.3,0.0,25.0,291.0,10.0,36.0,29.0,3.45,80.5,14.5,Mostly Urban,11488.0,2.0,29.0,Yes,BUET Entry Test,Medium,50% / 100 marks,10.0
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,0,W1,Computer Science,STEM,2023,354,190,164,11,32.2,28.0,64.0,262.0,17.0,55.0,63.0,2.79,75.5,10.0,Mostly Rural,43325.0,17.0,31.0,Yes,BUET Entry Test,Medium,50% / 100 marks,11.0
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,0,W1,Computer Science,STEM,2024,303,133,170,10,30.3,21.0,29.0,253.0,23.0,36.0,27.0,3.29,86.6,10.0,Mixed Urban-Rural,28866.0,13.0,8.0,Yes,BUET Entry Test,Medium,50% / 100 marks,8.0
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,0,W1,Computer Science,STEM,2025,387,147,240,12,32.2,20.0,3.0,364.0,35.0,46.0,19.0,2.83,76.8,8.3,Mixed Urban-Rural,26129.0,12.0,2.0,Yes,BUET Entry Test,Medium,50% / 100 marks,10.0
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,0,W1,Electrical Engineering,STEM,2022,304,207,97,13,23.4,17.0,0.0,287.0,59.0,2.0,44.0,3.06,71.2,4.0,Mixed Urban-Rural,32807.0,20.0,6.0,Yes,BUET Entry Test,Medium,50% / 100 marks,9.0
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,0,W1,Electrical Engineering,STEM,2023,359,219,140,13,27.6,15.0,21.0,323.0,46.0,36.0,36.0,3.07,83.6,12.0,Mixed Urban-Rural,16465.0,13.0,1.0,Yes,BUET Entry Test,Medium,50% / 100 marks,8.0
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,0,W1,Electrical Engineering,STEM,2024,314,187,127,10,31.4,10.0,12.0,292.0,40.0,36.0,64.0,2.8,76.6,10.0,Mostly Urban,16374.0,1.0,20.0,Yes,BUET Entry Test,Medium,50% / 100 marks,10.0
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,0,W1,Electrical Engineering,STEM,2025,395,260,135,12,32.9,8.0,50.0,337.0,68.0,36.0,22.0,3.63,82.5,10.0,Mixed Urban-Rural,24665.0,9.0,10.0,Yes,BUET Entry Test,Medium,50% / 100 marks,12.0
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,0,W1,Mechanical Engineering,STEM,2022,361,221,140,14,25.8,14.0,0.0,347.0,55.0,36.0,41.0,2.82,66.8,3.0,Mostly Urban,15269.0,11.0,11.0,Yes,BUET Entry Test,Medium,50% / 100 marks,9.0
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,0,W1,Mechanical Engineering,STEM,2023,367,171,196,11,33.4,16.0,63.0,288.0,8.0,55.0,19.0,2.79,77.2,14.2,Mostly Urban,37651.0,17.0,23.0,Yes,BUET Entry Test,Medium,50% / 100 marks,9.0
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,0,W1,Mechanical Engineering,STEM,2024,437,244,193,13,33.6,3.0,0.0,434.0,43.0,36.0,31.0,3.3,71.0,14.4,Mixed Urban-Rural,23936.0,16.0,32.0,Yes,BUET Entry Test,Medium,50% / 100 marks,12.0
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,0,W1,Mechanical Engineering,STEM,2025,421,234,187,12,35.1,32.0,75.0,314.0,34.0,21.0,43.0,3.62,79.3,4.5,Mostly Urban,27072.0,20.0,29.0,Yes,BUET Entry Test,Medium,50% / 100 marks,12.0
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,0,W1,Software Engineering,STEM,2022,259,182,77,10,25.9,12.0,34.0,213.0,48.0,29.0,18.0,3.28,91.0,10.0,Mostly Rural,25182.0,4.0,15.0,Yes,BUET Entry Test,Medium,50% / 100 marks,8.0
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,0,W1,Software Engineering,STEM,2023,277,147,130,12,23.1,22.0,29.0,226.0,43.0,40.0,5.0,2.65,83.6,9.4,Mostly Rural,27901.0,20.0,2.0,Yes,BUET Entry Test,Medium,50% / 100 marks,10.0
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,0,W1,Software Engineering,STEM,2024,280,153,127,11,25.5,5.0,48.0,227.0,52.0,3.0,69.0,3.4,82.4,3.7,Mostly Urban,8636.0,18.0,7.0,Yes,BUET Entry Test,Medium,50% / 100 marks,10.0
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,0,W1,Software Engineering,STEM,2025,289,179,110,8,36.1,0.0,23.0,266.0,43.0,32.0,27.0,3.09,76.3,3.2,Mixed Urban-Rural,17896.0,1.0,17.0,Yes,BUET Entry Test,Medium,50% / 100 marks,9.0
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,0,W1,Telecommunication,STEM,2022,363,215,148,10,36.3,18.0,17.0,328.0,68.0,36.0,33.5,3.52,81.7,12.1,Mostly Urban,17388.0,19.0,25.0,Yes,BUET Entry Test,Medium,50% / 100 marks,8.0
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,0,W1,Telecommunication,STEM,2023,321,185,136,10,32.1,1.0,8.0,312.0,58.0,26.0,33.5,3.43,76.7,11.1,Mostly Urban,39436.0,20.0,26.0,Yes,BUET Entry Test,Medium,50% / 100 marks,11.0
