UNI_ID,UNI_Name,Type,Province,City,Established_Year,HEC_Ranking,HEC_Category,Department_Name,Department_Category,Year,Total_Enrollment,Male_Enrollment,Female_Enrollment,Faculty_Count,Student_Faculty_Ratio,PhD_Students,MS_MPhil_Students,BS_Students,Scholarship_Students,International_Students,Research_Papers_Published,Avg_CGPA,Employment_Ratio_Pct,Dropout_Rate_Pct,Avg_Student_Background,Fee_Per_Semester_PKR,Lab_Count,Industry_Tie_Ups,Entry_Test_Required,Entry_Test_Type,Entry_Test_Tier,Entry_Test_Passing_Criteria,No_of_Buildings,HEC_Ranking_is_imputed,Industry_Tie_Ups_is_imputed,Fee_Per_Semester_PKR_is_imputed,Scholarship_Students_is_imputed,International_Students_is_imputed,Avg_CGPA_is_imputed,No_of_Buildings_is_imputed,Lab_Count_is_imputed,Dropout_Rate_Pct_is_imputed,Research_Papers_Published_is_imputed,BS_Students_is_imputed,PhD_Students_is_imputed,MS_MPhil_Students_is_imputed,Avg_Student_Background_is_imputed,Entry_Test_Tier_is_imputed,Entry_Test_Passing_Criteria_is_imputed,Female_Share_Pct,Gender_Balance_Category,Annual_Fee_PKR,Fee_Band,Research_Per_Faculty,Campus_Density,Is_Overcrowded,PG_Ratio,Is_Research_Focused,Selectivity_Score,University_Score,Fee_Value_Score,Peer_CGPA_Gap,Risk_Index
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,,W1,Electrical Engineering,STEM,2024,371,255,116,11,33.7,21.0,55.0,295.0,22.5,27.0,65.0,2.96,82.9,14.9,Mostly Urban,44072.0,12.0,17.5,Yes,MUST Entry Test,Easy,45% / 100 marks,8.0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,31.266846361185983,Balanced,88144.0,High,5.909090909090909,46.375,0,20.485175202156334,0,0.6636363636363636,0.7631216665518535,94.05064440007261,-0.1940000000000004,0.8246815380154445
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,,W1,Electrical Engineering,STEM,2025,401,216,185,15,26.7,1.0,74.0,326.0,41.0,5.0,46.0,3.31,69.0,3.0,Mixed Urban-Rural,40124.0,9.0,3.0,Yes,MUST Entry Test,Easy,45% / 100 marks,9.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,46.13466334164589,Balanced,80248.0,High,3.066666666666667,44.55555555555556,0,18.703241895261847,0,0.8227272727272728,0.7631216665518535,85.983451300967,0.1559999999999997,0.367848708610957
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,,W1,Industrial Engineering,STEM,2022,358,150,208,14,25.6,9.0,0.0,349.0,17.0,24.0,60.0,3.44,76.3,17.8,Mixed Urban-Rural,20081.0,13.0,22.0,Yes,MUST Entry Test,Easy,45% / 100 marks,10.0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,58.10055865921788,Balanced,40162.0,Low,4.285714285714286,35.8,0,2.5139664804469275,0,0.8818181818181817,0.7631216665518535,189.98057865644142,0.2859999999999996,0.5398790520702419
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,,W1,Industrial Engineering,STEM,2023,346,245,101,10,34.6,9.0,18.0,319.0,10.0,26.0,48.0,2.67,72.2,6.0,Mixed Urban-Rural,37171.0,7.0,17.5,Yes,MUST Entry Test,Easy,45% / 100 marks,9.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,29.190751445086704,Male Dominated,74342.0,High,4.8,38.44444444444444,0,7.803468208092486,0,0.5318181818181817,0.7631216665518535,97.11872158403057,-0.48400000000000043,0.6742981368568408
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,,W1,Industrial Engineering,STEM,2024,364,249,115,11,33.1,23.0,18.0,323.0,22.5,44.0,38.0,3.46,68.3,17.4,Mostly Rural,31393.0,1.0,35.0,Yes,MUST Entry Test,Easy,45% / 100 marks,10.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,31.59340659340659,Balanced,62786.0,Mid,3.4545454545454546,36.4,0,11.263736263736265,0,0.8909090909090909,0.7631216665518535,108.78221259516452,0.3059999999999996,0.8657844544810871
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,,W1,Industrial Engineering,STEM,2025,404,180,224,12,33.7,0.0,73.0,331.0,64.0,17.0,8.0,2.96,64.1,17.4,Mixed Urban-Rural,24739.0,17.0,33.0,Yes,MUST Entry Test,Easy,45% / 100 marks,11.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,55.44554455445545,Balanced,49478.0,Mid,0.6666666666666666,36.72727272727273,0,18.06930693069307,0,0.6636363636363636,0.7631216665518535,129.55252839645902,-0.1940000000000004,0.6418008603033382
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,,W1,Software Engineering,STEM,2022,135,69,66,5,27.0,7.0,9.0,119.0,6.0,37.0,59.0,3.44,85.0,10.95,Mostly Urban,12607.0,20.0,1.0,Yes,MUST Entry Test,Easy,45% / 100 marks,10.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,48.888888888888886,Balanced,25214.0,Low,11.8,13.5,0,11.851851851851853,0,0.8818181818181817,0.7631216665518535,337.11430157848815,0.2859999999999996,0.5049945109918026
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,,W1,Software Engineering,STEM,2023,142,90,52,5,28.4,9.0,25.0,108.0,22.0,13.0,70.0,3.08,76.0,14.2,Mostly Rural,24962.0,10.0,17.0,Yes,MUST Entry Test,Easy,45% / 100 marks,8.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,36.61971830985916,Balanced,49924.0,Mid,14.0,17.75,0,23.943661971830984,0,0.7181818181818181,0.7631216665518535,152.23139171540743,-0.07400000000000029,0.7036630072253884
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,,W1,Software Engineering,STEM,2024,156,63,93,5,31.2,4.0,2.0,150.0,22.5,25.0,21.0,3.45,78.0,18.0,Mixed Urban-Rural,17634.0,4.0,32.0,Yes,MUST Entry Test,Easy,45% / 100 marks,12.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,59.61538461538461,Balanced,35268.0,Low,4.2,13.0,0,3.8461538461538463,0,0.8863636363636364,0.7631216665518535,221.16366110922084,0.2959999999999998,0.5876308790302649
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,,W1,Software Engineering,STEM,2025,185,129,56,8,23.1,3.0,21.0,161.0,22.5,50.0,61.0,3.325,88.4,6.6,Mostly Rural,44000.0,20.0,25.0,Yes,MUST Entry Test,Easy,45% / 100 marks,11.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,30.270270270270274,Balanced,88000.0,High,7.625,16.818181818181817,0,12.972972972972974,0,0.8295454545454546,0.7631216665518535,100.45454545454545,0.17099999999999982,0.5562075891729671
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,,W1,Telecommunication,STEM,2022,305,173,132,10,30.5,0.0,50.0,255.0,33.0,56.0,41.0,3.5,77.9,17.5,Mostly Rural,24962.0,10.0,31.0,Yes,MUST Entry Test,Easy,45% / 100 marks,10.0,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,43.278688524590166,Balanced,49924.0,Mid,4.1,30.5,0,16.39344262295082,0,0.909090909090909,0.7631216665518535,156.03717650829262,0.34599999999999964,0.7279287314770096
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,,W1,Telecommunication,STEM,2023,311,159,152,9,34.6,8.0,5.0,298.0,31.0,5.0,41.0,3.49,78.7,10.95,Mostly Urban,25726.0,4.0,17.5,Yes,MUST Entry Test,Easy,45% / 100 marks,12.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,48.87459807073955,Balanced,51452.0,Mid,4.555555555555555,25.916666666666668,0,4.180064308681672,0,0.9045454545454545,0.7631216665518535,152.95809686698283,0.33599999999999985,0.5842991202794469
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,,W1,Telecommunication,STEM,2024,331,177,154,13,25.5,2.0,34.0,295.0,63.0,26.0,54.0,3.02,71.6,13.6,Mostly Urban,24962.0,5.0,13.0,Yes,MUST Entry Test,Easy,45% / 100 marks,10.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,46.52567975830816,Balanced,49924.0,Mid,4.153846153846154,33.1,0,10.876132930513595,0,0.6909090909090909,0.7631216665518535,143.41799535293646,-0.13400000000000034,0.5657158231429326
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,,W1,Telecommunication,STEM,2025,322,161,161,9,35.8,25.0,15.0,282.0,49.0,9.0,58.0,3.47,74.8,9.6,Mixed Urban-Rural,17011.0,17.0,31.0,Yes,MUST Entry Test,Easy,45% / 100 marks,10.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,50.0,Balanced,34022.0,Low,6.444444444444445,32.2,0,12.422360248447205,0,0.8954545454545455,0.7631216665518535,219.85773910998765,0.31599999999999984,0.5586634116047449
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43.0,W1,Business Administration,Business,2022,400,263,137,17,23.5,0.0,70.0,330.0,58.0,38.0,7.0,3.66,65.3,4.6,Mixed Urban-Rural,27912.0,9.0,34.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,15.0,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,34.25,Balanced,55824.0,Mid,0.4117647058823529,26.666666666666668,0,17.5,0,0.9818181818181818,0.4380658810253771,116.97477787331613,0.5059999999999998,0.48155573531527857
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43.0,W1,Business Administration,Business,2023,450,308,142,13,34.6,14.0,0.0,436.0,13.0,33.0,34.0,2.76,75.5,2.8,Mixed Urban-Rural,38924.0,15.0,14.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,14.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,31.555555555555554,Balanced,77848.0,High,2.6153846153846154,32.142857142857146,0,3.111111111111111,0,0.5727272727272725,0.4380658810253771,96.98386599527284,-0.39400000000000057,0.5868253179955603
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43.0,W1,Business Administration,Business,2024,476,338,138,21,22.7,0.0,61.0,415.0,69.0,47.0,63.0,2.91,65.3,13.7,Mixed Urban-Rural,37933.0,17.0,9.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28.991596638655466,Male Dominated,75866.0,High,3.0,23.8,0,12.815126050420167,0,0.6409090909090909,0.4380658810253771,86.0728125906203,-0.24400000000000022,0.7078177077992204
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43.0,W1,Business Administration,Business,2025,433,288,145,13,33.3,0.0,58.0,375.0,46.0,60.0,43.5,3.31,72.9,5.8,Mostly Rural,15959.0,6.0,13.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,16.0,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,33.48729792147806,Balanced,31918.0,Low,3.3461538461538463,27.0625,0,13.394919168591224,0,0.8227272727272728,0.4380658810253771,228.39776928378973,0.1559999999999997,0.6152435013244815
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43.0,W1,Education,Arts & Social Sciences,2022,172,75,97,5,34.4,0.0,28.0,144.0,5.0,38.0,45.0,3.13,68.4,10.0,Mostly Rural,37695.0,11.0,27.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,20.0,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,56.395348837209305,Balanced,75390.0,High,9.0,8.6,0,16.27906976744186,0,0.7409090909090907,0.4380658810253771,90.7282132908874,-0.024000000000000465,0.4904295584848522
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43.0,W1,Education,Arts & Social Sciences,2023,180,118,62,5,36.0,7.0,32.0,141.0,26.0,55.0,20.0,3.47,66.9,10.5,Mostly Rural,32154.0,3.0,7.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.44444444444444,Balanced,64308.0,Mid,4.0,11.25,0,21.666666666666668,0,0.8954545454545455,0.4380658810253771,104.0306027243889,0.31599999999999984,0.7290791060538565
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43.0,W1,Education,Arts & Social Sciences,2024,173,119,54,5,34.6,4.0,12.0,157.0,32.0,16.0,80.0,2.7,70.7,10.0,Mostly Urban,30607.0,20.0,14.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,19.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,31.213872832369944,Balanced,61214.0,Mid,16.0,9.105263157894736,0,9.248554913294797,0,0.5454545454545455,0.4380658810253771,115.49645505930016,-0.4540000000000002,0.735577967861372
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43.0,W1,Education,Arts & Social Sciences,2025,208,113,95,6,34.7,0.0,27.0,181.0,23.0,55.0,79.0,3.28,72.5,10.0,Mostly Rural,25804.0,11.0,14.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,19.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,45.67307692307692,Balanced,51608.0,Mid,13.166666666666666,10.947368421052632,0,12.980769230769232,0,0.8090909090909089,0.4380658810253771,140.48209579910093,0.12599999999999945,0.5970516623743721
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43.0,W1,Electrical Engineering,STEM,2022,478,330,148,17,28.1,12.0,3.0,463.0,88.0,52.0,43.5,3.19,77.6,9.4,Mostly Rural,21355.0,11.0,23.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,18.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,30.962343096234306,Balanced,42710.0,Low,2.5588235294117645,26.555555555555557,0,3.1380753138075312,0,0.7681818181818181,0.4380658810253771,181.69047061578084,0.03599999999999959,0.6581763219639923
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43.0,W1,Electrical Engineering,STEM,2023,559,397,162,23,24.3,12.0,23.0,524.0,57.0,23.0,43.5,2.74,71.1,10.9,Mostly Urban,44151.0,16.0,30.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,18.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,28.980322003577818,Male Dominated,88302.0,High,1.891304347826087,31.055555555555557,0,6.261180679785331,0,0.5636363636363637,0.4380658810253771,80.51912753958007,-0.41400000000000015,0.6680275467088349
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43.0,W1,Electrical Engineering,STEM,2024,523,226,297,23,22.7,29.0,94.0,400.0,69.0,43.0,66.0,2.91,71.7,11.8,Mostly Urban,22284.0,1.0,17.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,56.787762906309744,Balanced,44568.0,Low,2.869565217391304,34.86666666666667,0,23.518164435946463,0,0.6409090909090909,0.4380658810253771,160.87775982767906,-0.24400000000000022,0.4011304043501087
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43.0,W1,Electrical Engineering,STEM,2025,541,377,164,19,28.5,19.0,27.0,495.0,32.0,38.0,42.0,2.61,79.9,4.6,Mostly Rural,44262.0,9.0,34.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,16.0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,30.31423290203327,Balanced,88524.0,High,2.210526315789474,33.8125,0,8.502772643253234,0,0.5045454545454544,0.4380658810253771,90.25800912746827,-0.5440000000000005,0.5716291979314111
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43.0,W1,History,Arts & Social Sciences,2022,276,165,111,9,30.7,13.0,21.0,242.0,32.0,38.0,24.0,3.19,43.6,15.1,Mostly Urban,34738.0,14.0,14.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,19.0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,40.21739130434783,Balanced,69476.0,Mid,2.6666666666666665,14.526315789473685,0,12.318840579710146,0,0.7681818181818181,0.4380658810253771,62.755483908112154,0.03599999999999959,0.7110764945920266
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43.0,W1,History,Arts & Social Sciences,2023,282,188,94,8,35.2,17.0,0.0,265.0,8.0,37.0,58.0,3.13,44.3,13.8,Mostly Rural,11041.0,8.0,15.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,15.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,33.33333333333333,Balanced,22082.0,Low,7.25,18.8,0,6.028368794326241,0,0.7409090909090907,0.4380658810253771,200.61588624218817,-0.024000000000000465,0.798137478168187
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43.0,W1,History,Arts & Social Sciences,2024,346,191,155,11,31.5,11.0,28.0,307.0,28.0,38.0,11.0,3.53,41.4,5.3,Mostly Urban,20043.0,3.0,8.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,20.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,44.797687861271676,Balanced,40086.0,Low,1.0,17.3,0,11.271676300578035,0,0.9227272727272726,0.4380658810253771,103.27795240233499,0.37599999999999945,0.47721855756423354
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43.0,W1,History,Arts & Social Sciences,2025,372,154,218,11,33.8,0.0,0.0,372.0,46.0,38.0,11.0,3.17,34.8,10.0,Mixed Urban-Rural,35502.0,5.0,13.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,14.0,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,58.602150537634415,Balanced,71004.0,Mid,1.0,26.571428571428573,0,0.0,0,0.759090909090909,0.4380658810253771,49.01132330572925,0.01599999999999957,0.4628783280477255
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43.0,W1,Information Technology,STEM,2022,69,36,33,5,13.8,3.0,13.0,53.0,9.0,38.0,68.0,2.88,82.3,9.8,Mostly Urban,39250.0,2.0,0.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,14.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,47.82608695652174,Balanced,78500.0,High,13.6,4.928571428571429,0,23.18840579710145,0,0.6272727272727272,0.4380658810253771,104.84076433121018,-0.27400000000000047,0.3545209205065201
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43.0,W1,Information Technology,STEM,2023,66,27,39,5,13.2,0.0,2.0,64.0,7.0,47.0,39.0,3.25,84.0,14.8,Mostly Rural,28032.0,9.0,8.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,17.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,59.09090909090909,Balanced,56064.0,Mid,7.8,3.8823529411764706,0,3.0303030303030303,0,0.7954545454545454,0.4380658810253771,149.82876712328766,0.09599999999999964,0.34054693268951564
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43.0,W1,Information Technology,STEM,2024,65,39,26,5,13.0,5.0,0.0,60.0,32.0,26.0,40.0,2.86,79.6,11.9,Mostly Rural,20788.0,3.0,23.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,15.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,40.0,Balanced,41576.0,Low,8.0,4.333333333333333,0,7.6923076923076925,0,0.618181818181818,0.4380658810253771,191.4566095824514,-0.2940000000000005,0.4641534070983657
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43.0,W1,Information Technology,STEM,2025,83,55,28,5,16.6,3.0,1.0,79.0,13.0,19.0,19.0,3.45,75.2,6.6,Mostly Urban,28032.0,13.0,14.0,Yes,UAJK Entry Test,Easy,45% / 100 marks,18.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,33.734939759036145,Balanced,56064.0,Mid,3.8,4.611111111111111,0,4.819277108433735,0,0.8863636363636364,0.4380658810253771,134.1324200913242,0.2959999999999998,0.45505641267231733
