UNI_ID,UNI_Name,Type,Province,City,Established_Year,HEC_Ranking,HEC_Category,Department_Name,Department_Category,Year,Total_Enrollment,Male_Enrollment,Female_Enrollment,Faculty_Count,Student_Faculty_Ratio,PhD_Students,MS_MPhil_Students,BS_Students,Scholarship_Students,International_Students,Research_Papers_Published,Avg_CGPA,Employment_Ratio_Pct,Dropout_Rate_Pct,Avg_Student_Background,Fee_Per_Semester_PKR,Lab_Count,Industry_Tie_Ups,Entry_Test_Required,Entry_Test_Type,Entry_Test_Tier,Entry_Test_Passing_Criteria,No_of_Buildings
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,,W1,Industrial Engineering,STEM,2024,364,249,115,11,33.1,23,18,323,,44,38,3.46,68.3,17.4,Mostly Rural,31393,1,35,Yes,MUST Entry Test,Easy,45% / 100 marks,10
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,,W1,Industrial Engineering,STEM,2025,404,180,224,12,33.7,0,73,331,64,17,8,2.96,64.1,17.4,Mixed Urban-Rural,24739,17,33,Yes,MUST Entry Test,Easy,45% / 100 marks,11
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,,W1,Software Engineering,STEM,2022,135,69,66,5,27,7,9,119,6,37,59,3.44,85,,Mostly Urban,12607,20,1,Yes,MUST Entry Test,Easy,45% / 100 marks,10
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,,W1,Software Engineering,STEM,2023,142,90,52,5,28.4,9,25,108,22,13,70,3.08,76,14.2,,,10,17,Yes,MUST Entry Test,Easy,45% / 100 marks,8
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,,W1,Software Engineering,STEM,2024,156,63,93,5,31.2,4,2,150,,25,21,3.45,78,18,Mixed Urban-Rural,17634,4,32,Yes,MUST Entry Test,Easy,45% / 100 marks,12
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,,W1,Software Engineering,STEM,2025,185,129,56,8,23.1,3,21,161,,50,61,,88.4,6.6,Mostly Rural,44000,20,25,Yes,MUST Entry Test,Easy,45% / 100 marks,11
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,,W1,Telecommunication,STEM,2022,305,173,132,10,30.5,,50,,33,56,41,3.5,77.9,17.5,Mostly Rural,,,31,Yes,MUST Entry Test,Easy,45% / 100 marks,10
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,,W1,Telecommunication,STEM,2023,311,159,152,9,34.6,8,5,298,31,5,41,3.49,78.7,,Mostly Urban,25726,4,,Yes,MUST Entry Test,Easy,45% / 100 marks,12
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,,W1,Telecommunication,STEM,2024,331,177,154,13,25.5,2,34,295,63,26,54,3.02,71.6,13.6,Mostly Urban,,5,13,Yes,MUST Entry Test,Easy,45% / 100 marks,10
PK-AJK-002,Mirpur University of Science & Technology,Public,AJK,Mirpur,2012,,W1,Telecommunication,STEM,2025,322,161,161,9,35.8,25,15,282,49,9,58,3.47,74.8,9.6,Mixed Urban-Rural,17011,17,31,Yes,MUST Entry Test,Easy,45% / 100 marks,
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,Business Administration,Business,2022,400,263,137,17,23.5,,70,,58,,7,3.66,65.3,4.6,Mixed Urban-Rural,27912,,34,Yes,UAJK Entry Test,Easy,45% / 100 marks,15
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,Business Administration,Business,2023,450,308,142,13,34.6,14,,,13,33,34,2.76,75.5,2.8,Mixed Urban-Rural,38924,15,,Yes,UAJK Entry Test,Easy,45% / 100 marks,14
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,Business Administration,Business,2024,476,338,138,21,22.7,0,61,415,69,47,63,2.91,65.3,13.7,Mixed Urban-Rural,37933,17,9,Yes,UAJK Entry Test,Easy,45% / 100 marks,20
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,Business Administration,Business,2025,433,288,145,13,33.3,,58,,46,60,,3.31,72.9,5.8,Mostly Rural,15959,6,13,Yes,UAJK Entry Test,Easy,45% / 100 marks,16
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,Education,Arts & Social Sciences,2022,172,75,97,5,34.4,,28,,5,38,45,,68.4,,Mostly Rural,37695,11,27,Yes,UAJK Entry Test,Easy,45% / 100 marks,20
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,Education,Arts & Social Sciences,2023,180,118,62,5,36,7,32,141,26,55,20,3.47,66.9,10.5,Mostly Rural,32154,3,7,Yes,UAJK Entry Test,Easy,45% / 100 marks,16
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,Education,Arts & Social Sciences,2024,173,119,54,5,34.6,4,12,157,32,16,80,2.7,70.7,,Mostly Urban,30607,20,,Yes,UAJK Entry Test,Easy,45% / 100 marks,19
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,Education,Arts & Social Sciences,2025,208,113,95,6,34.7,0,27,181,23,55,79,3.28,72.5,,Mostly Rural,25804,11,,Yes,UAJK Entry Test,Easy,45% / 100 marks,19
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,Electrical Engineering,STEM,2022,478,330,148,17,28.1,12,3,463,88,52,,3.19,77.6,9.4,Mostly Rural,21355,11,23,Yes,UAJK Entry Test,Easy,45% / 100 marks,18
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,Electrical Engineering,STEM,2023,559,397,162,23,24.3,12,23,524,57,23,,2.74,71.1,10.9,Mostly Urban,44151,16,30,Yes,UAJK Entry Test,Easy,45% / 100 marks,18
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,Electrical Engineering,STEM,2024,523,226,297,23,22.7,29,94,400,69,43,66,2.91,71.7,11.8,Mostly Urban,22284,1,17,Yes,UAJK Entry Test,Easy,45% / 100 marks,15
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,Electrical Engineering,STEM,2025,541,377,164,19,28.5,19,27,495,,38,42,2.61,79.9,4.6,,44262,,34,Yes,UAJK Entry Test,Easy,45% / 100 marks,16
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,History,Arts & Social Sciences,2022,276,165,111,9,30.7,13,21,242,,,24,3.19,43.6,15.1,Mostly Urban,34738,14,,Yes,UAJK Entry Test,Easy,45% / 100 marks,19
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,History,Arts & Social Sciences,2023,282,188,94,8,35.2,17,,,8,37,58,,44.3,13.8,Mostly Rural,11041,8,15,Yes,UAJK Entry Test,Easy,45% / 100 marks,15
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,History,Arts & Social Sciences,2024,346,191,155,11,31.5,11,28,307,28,,11,3.53,41.4,5.3,Mostly Urban,20043,3,8,Yes,UAJK Entry Test,Easy,45% / 100 marks,20
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,History,Arts & Social Sciences,2025,372,154,218,11,33.8,,,,46,,11,3.17,34.8,,Mixed Urban-Rural,35502,5,13,Yes,UAJK Entry Test,Easy,45% / 100 marks,14
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,Information Technology,STEM,2022,69,36,33,5,13.8,3,13,53,9,,68,2.88,82.3,9.8,Mostly Urban,39250,2,0,Yes,UAJK Entry Test,Easy,45% / 100 marks,14
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,Information Technology,STEM,2023,66,27,39,5,13.2,0,2,64,7,47,39,3.25,84,14.8,,,,8,Yes,UAJK Entry Test,Easy,45% / 100 marks,17
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,Information Technology,STEM,2024,65,39,26,5,13,5,0,60,,26,40,2.86,79.6,11.9,Mostly Rural,20788,3,23,Yes,UAJK Entry Test,Easy,45% / 100 marks,15
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,Information Technology,STEM,2025,83,55,28,5,16.6,3,1,79,13,19,19,3.45,75.2,6.6,Mostly Urban,,13,,Yes,UAJK Entry Test,Easy,45% / 100 marks,18
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,Law,Arts & Social Sciences,2022,159,65,94,6,26.5,8,25,126,14,,50,3.22,66.5,1.6,Mostly Rural,25834,19,29,Yes,UAJK Entry Test,Easy,45% / 100 marks,16
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,Law,Arts & Social Sciences,2023,165,86,79,5,33,2,1,162,,,5,,66.1,1.9,Mixed Urban-Rural,,9,,Yes,UAJK Entry Test,Easy,45% / 100 marks,17
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,Law,Arts & Social Sciences,2024,160,101,59,5,32,,19,,13,,,3.2,77.4,17.9,Mostly Rural,37855,4,15,Yes,UAJK Entry Test,Easy,45% / 100 marks,19
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,Law,Arts & Social Sciences,2025,203,87,116,9,22.6,,16,,,47,66,3,76.2,10,Mostly Urban,31822,11,20,Yes,UAJK Entry Test,Easy,45% / 100 marks,16
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,Psychology,Arts & Social Sciences,2022,221,130,91,8,27.6,15,18,188,31,18,,3.21,57,17.7,Mostly Rural,10135,10,9,Yes,UAJK Entry Test,Easy,45% / 100 marks,19
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,Psychology,Arts & Social Sciences,2023,216,141,75,6,36,1,22,193,36,31,77,,61.1,10.2,Mostly Rural,30266,1,11,Yes,UAJK Entry Test,Easy,45% / 100 marks,16
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,Psychology,Arts & Social Sciences,2024,257,150,107,9,28.6,11,25,221,51,3,35,,59.7,16.5,Mostly Rural,42461,6,23,Yes,UAJK Entry Test,Easy,45% / 100 marks,17
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,Psychology,Arts & Social Sciences,2025,225,123,102,9,25,12,19,194,20,27,78,2.74,66.6,,Mixed Urban-Rural,27535,,18,Yes,UAJK Entry Test,Easy,45% / 100 marks,17
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,Sociology,Arts & Social Sciences,2022,220,110,110,6,36.7,3,3,214,32,12,57,2.81,52.2,6.8,Mostly Rural,10616,7,11,Yes,UAJK Entry Test,Easy,45% / 100 marks,15
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,Sociology,Arts & Social Sciences,2023,277,123,154,9,30.8,,43,,48,,12,3.12,52,2.2,,43921,,31,Yes,UAJK Entry Test,Easy,45% / 100 marks,14
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,Sociology,Arts & Social Sciences,2024,285,162,123,8,35.6,12,32,241,33,44,54,2.82,50.3,6.4,,29000,8,4,Yes,UAJK Entry Test,Easy,45% / 100 marks,20
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,Sociology,Arts & Social Sciences,2025,287,156,131,8,35.9,19,24,244,22,,,3.13,51.7,10,Mostly Rural,26473,16,,Yes,UAJK Entry Test,Easy,45% / 100 marks,19
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,Urdu,Arts & Social Sciences,2022,250,96,154,7,35.7,,14,,41,55,50,,39.4,,Mixed Urban-Rural,16892,13,,Yes,UAJK Entry Test,Easy,45% / 100 marks,19
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,Urdu,Arts & Social Sciences,2023,224,102,122,8,28,14,24,186,39,,9,3.47,45,3,Mostly Rural,28032,1,5,Yes,UAJK Entry Test,Easy,45% / 100 marks,14
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,Urdu,Arts & Social Sciences,2024,230,126,104,10,23,18,33,179,44,,53,3.01,48.2,17.1,,22076,19,0,Yes,UAJK Entry Test,Easy,45% / 100 marks,18
PK-AJK-001,University of Azad Jammu & Kashmir,Public,AJK,Muzaffarabad,1980,43,W1,Urdu,Arts & Social Sciences,2025,255,116,139,10,25.5,9,38,208,36,,31,,39.7,,Mostly Urban,10030,1,4,Yes,UAJK Entry Test,Easy,45% / 100 marks,18
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,60,W1,Civil Engineering,STEM,2022,393,212,181,13,30.2,1,33,359,52,60,,3.09,73.5,15.1,Mostly Rural,10886,4,32,Yes,BUET Entry Test,Medium,50% / 100 marks,12
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,60,W1,Civil Engineering,STEM,2023,404,278,126,14,28.9,10,14,380,14,60,47,3.24,67.8,4.8,Mostly Rural,34081,10,25,Yes,BUET Entry Test,Medium,50% / 100 marks,8
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,60,W1,Civil Engineering,STEM,2024,402,184,218,12,33.5,11,64,327,17,57,42,3.02,71.1,9.2,Mostly Rural,37931,15,26,Yes,BUET Entry Test,Medium,50% / 100 marks,8
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,60,W1,Civil Engineering,STEM,2025,419,267,152,15,27.9,,14,,,25,59,3.17,65.5,,Mostly Urban,32348,16,,Yes,BUET Entry Test,Medium,50% / 100 marks,12
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,60,W1,Computer Science,STEM,2022,316,172,144,13,24.3,0,25,291,10,,29,3.45,80.5,14.5,,11488,2,29,Yes,BUET Entry Test,Medium,50% / 100 marks,10
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,60,W1,Computer Science,STEM,2023,354,190,164,11,32.2,28,64,262,17,55,63,2.79,75.5,,Mostly Rural,43325,17,31,Yes,BUET Entry Test,Medium,50% / 100 marks,11
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,60,W1,Computer Science,STEM,2024,303,133,170,10,30.3,21,29,253,23,,27,3.29,86.6,,Mixed Urban-Rural,28866,13,8,Yes,BUET Entry Test,Medium,50% / 100 marks,8
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,60,W1,Computer Science,STEM,2025,387,147,240,12,32.2,20,3,364,35,46,19,2.83,76.8,8.3,Mixed Urban-Rural,26129,12,2,Yes,BUET Entry Test,Medium,50% / 100 marks,10
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,60,W1,Electrical Engineering,STEM,2022,304,207,97,13,23.4,17,0,287,59,2,44,3.06,71.2,4,Mixed Urban-Rural,32807,20,6,Yes,BUET Entry Test,Medium,50% / 100 marks,9
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,60,W1,Electrical Engineering,STEM,2023,359,219,140,13,27.6,15,21,323,46,,36,3.07,83.6,12,Mixed Urban-Rural,16465,,1,Yes,BUET Entry Test,Medium,50% / 100 marks,8
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,60,W1,Electrical Engineering,STEM,2024,314,187,127,10,31.4,10,12,292,40,,64,2.8,76.6,,Mostly Urban,16374,1,20,Yes,BUET Entry Test,Medium,50% / 100 marks,10
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,60,W1,Electrical Engineering,STEM,2025,395,260,135,12,32.9,8,50,337,68,,22,3.63,82.5,10,Mixed Urban-Rural,24665,9,10,Yes,BUET Entry Test,Medium,50% / 100 marks,12
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,60,W1,Mechanical Engineering,STEM,2022,361,221,140,14,25.8,14,,,55,,41,2.82,66.8,3,Mostly Urban,15269,11,11,Yes,BUET Entry Test,Medium,50% / 100 marks,9
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,60,W1,Mechanical Engineering,STEM,2023,367,171,196,11,33.4,16,63,288,8,55,19,2.79,77.2,14.2,Mostly Urban,37651,17,23,Yes,BUET Entry Test,Medium,50% / 100 marks,9
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,60,W1,Mechanical Engineering,STEM,2024,437,244,193,13,33.6,3,0,434,,,31,3.3,71,14.4,Mixed Urban-Rural,23936,16,32,Yes,BUET Entry Test,Medium,50% / 100 marks,12
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,60,W1,Mechanical Engineering,STEM,2025,421,234,187,12,35.1,32,75,314,34,21,43,3.62,79.3,4.5,Mostly Urban,27072,20,29,Yes,BUET Entry Test,Medium,50% / 100 marks,12
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,60,W1,Software Engineering,STEM,2022,259,182,77,10,25.9,12,34,213,48,29,18,3.28,91,,Mostly Rural,25182,4,15,Yes,BUET Entry Test,Medium,50% / 100 marks,8
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,60,W1,Software Engineering,STEM,2023,277,147,130,12,23.1,22,29,226,,40,5,2.65,83.6,9.4,Mostly Rural,27901,20,2,Yes,BUET Entry Test,Medium,50% / 100 marks,10
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,60,W1,Software Engineering,STEM,2024,280,153,127,11,25.5,5,48,227,52,3,69,3.4,82.4,3.7,Mostly Urban,8636,18,7,Yes,BUET Entry Test,Medium,50% / 100 marks,10
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,60,W1,Software Engineering,STEM,2025,289,179,110,8,36.1,0,23,266,,32,27,3.09,76.3,3.2,Mixed Urban-Rural,17896,1,17,Yes,BUET Entry Test,Medium,50% / 100 marks,9
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,60,W1,Telecommunication,STEM,2022,363,215,148,10,36.3,18,17,328,68,36,,3.52,81.7,12.1,Mostly Urban,17388,19,25,Yes,BUET Entry Test,Medium,50% / 100 marks,8
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,60,W1,Telecommunication,STEM,2023,321,185,136,10,32.1,1,8,312,58,26,,3.43,76.7,11.1,,39436,20,26,Yes,BUET Entry Test,Medium,50% / 100 marks,11
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,60,W1,Telecommunication,STEM,2024,386,254,132,15,25.7,21,22,343,15,,,3.41,74.4,16.1,Mostly Urban,11045,10,,Yes,BUET Entry Test,Medium,50% / 100 marks,12
PK-BAL-005,Balochistan University of Engineering & Tech,Public,Balochistan,Khuzdar,1987,60,W1,Telecommunication,STEM,2025,344,146,198,11,31.3,26,62,256,52,,26,3.33,77.6,13.5,Mostly Urban,15901,13,14,Yes,BUET Entry Test,Medium,50% / 100 marks,9
PK-BAL-002,Balochistan University of IT Engineering & Mgt,Public,Balochistan,Quetta,2002,48,W1,Computer Science,STEM,2022,143,62,81,5,28.6,7,2,134,,28,8,3.04,78.5,,,39876,8,,Yes,BUITEMS Entry Test,Easy,45% / 100 marks,14
PK-BAL-002,Balochistan University of IT Engineering & Mgt,Public,Balochistan,Quetta,2002,48,W1,Computer Science,STEM,2023,129,55,74,5,25.8,6,9,114,24,39,43,3.5,84.4,,Mostly Rural,,4,,Yes,BUITEMS Entry Test,Easy,45% / 100 marks,14
PK-BAL-002,Balochistan University of IT Engineering & Mgt,Public,Balochistan,Quetta,2002,48,W1,Computer Science,STEM,2024,159,90,69,5,31.8,3,15,141,,32,,2.85,76.1,,Mostly Rural,32734,5,26,Yes,BUITEMS Entry Test,Easy,45% / 100 marks,13
PK-BAL-002,Balochistan University of IT Engineering & Mgt,Public,Balochistan,Quetta,2002,48,W1,Computer Science,STEM,2025,173,71,102,5,34.6,12,24,137,11,20,53,2.63,75.9,12.5,Mostly Rural,18038,8,,Yes,BUITEMS Entry Test,Easy,45% / 100 marks,14
PK-BAL-002,Balochistan University of IT Engineering & Mgt,Public,Balochistan,Quetta,2002,48,W1,Electrical Engineering,STEM,2022,161,80,81,7,23,4,2,155,25,15,61,3.68,79.2,7.2,Mixed Urban-Rural,23728,6,10,Yes,BUITEMS Entry Test,Easy,45% / 100 marks,11
PK-BAL-002,Balochistan University of IT Engineering & Mgt,Public,Balochistan,Quetta,2002,48,W1,Electrical Engineering,STEM,2023,173,115,58,5,34.6,3,32,138,,43,39,3.02,75.1,,Mostly Urban,40183,,2,Yes,BUITEMS Entry Test,Easy,45% / 100 marks,13
PK-BAL-002,Balochistan University of IT Engineering & Mgt,Public,Balochistan,Quetta,2002,48,W1,Electrical Engineering,STEM,2024,149,105,44,5,29.8,,2,,19,16,,,71.5,12,Mostly Urban,9852,2,10,Yes,BUITEMS Entry Test,Easy,45% / 100 marks,12
PK-BAL-002,Balochistan University of IT Engineering & Mgt,Public,Balochistan,Quetta,2002,48,W1,Electrical Engineering,STEM,2025,176,83,93,6,29.3,12,10,154,,15,13,3.21,68.3,,Mostly Rural,13112,5,15,Yes,BUITEMS Entry Test,Easy,45% / 100 marks,14
PK-BAL-002,Balochistan University of IT Engineering & Mgt,Public,Balochistan,Quetta,2002,48,W1,Industrial Engineering,STEM,2022,375,196,179,14,26.8,23,26,326,17,44,42,3.09,68,17.1,Mixed Urban-Rural,10916,4,29,Yes,BUITEMS Entry Test,Easy,45% / 100 marks,11
PK-BAL-002,Balochistan University of IT Engineering & Mgt,Public,Balochistan,Quetta,2002,48,W1,Industrial Engineering,STEM,2023,418,256,162,14,29.9,24,15,379,33,33,4,3.24,73.2,10.3,Mostly Rural,12619,20,24,Yes,BUITEMS Entry Test,Easy,45% / 100 marks,
PK-BAL-002,Balochistan University of IT Engineering & Mgt,Public,Balochistan,Quetta,2002,48,W1,Industrial Engineering,STEM,2024,431,247,184,14,30.8,27,48,356,8,32,61,3.62,64.5,16.7,Mostly Rural,32324,11,29,Yes,BUITEMS Entry Test,Easy,45% / 100 marks,14
